Transaction_ID,Transaction_Date,Region,Country,Business_Unit,Product_Category,Product_Name,Customer_Segment,Sales_Channel,Units_Sold,Unit_Price,Revenue,Cost,Profit,Profit_Margin,Discount_Percentage,Customer_Rating,Quarter,Year
TX-2024-00922,2026-04-25,Asia-Pacific,Japan,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Government,Online Partner,2,14621.81,29243.62,19008.36,10235.26,0.35,0.0,4.7,Q2,2026
TX-2024-00923,2024-01-10,Asia-Pacific,Japan,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Mid-Market,Distributor,2,15265.69,25951.67,19845.4,6106.27,0.2353,15.0,5.0,Q1,2024
TX-2024-00924,2024-10-03,Europe,Germany,Cloud Services,Compute Clusters,AMD GPU Node Hour,Government,Distributor,503,2.44,1227.32,613.66,613.66,0.5,0.0,4.3,Q4,2024
TX-2024-00925,2024-09-04,Asia-Pacific,Singapore,Cloud Services,Storage Nodes,Secure Vault S3,SMB,Online Partner,12502,0.05,625.1,250.04,375.06,0.6,0.0,3.7,Q3,2024
TX-2024-00926,2025-01-29,Europe,Germany,Cloud Services,Compute Clusters,AMD GPU Node Hour,Mid-Market,Direct Sales,985,2.52,2358.09,1241.1,1116.99,0.4737,5.0,4.7,Q1,2025
TX-2024-00927,2025-08-16,Europe,Germany,Enterprise Solutions,Security Systems,ROCm Guard AI,Government,Online Partner,15,870.63,13059.45,5223.75,7835.7,0.6,0.0,4.7,Q3,2025
TX-2024-00928,2025-02-20,Europe,United Kingdom,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Enterprise,Direct Sales,18,200.08,3241.3,2881.08,360.22,0.1111,10.0,3.5,Q1,2025
TX-2024-00929,2024-05-16,Asia-Pacific,India,Cloud Services,Storage Nodes,Secure Vault S3,Enterprise,Online Partner,2056,0.05,92.52,41.12,51.4,0.5556,10.0,4.3,Q2,2024
TX-2024-00930,2024-08-05,North America,United States,Cloud Services,Compute Clusters,AMD GPU Node Hour,Enterprise,Direct Sales,1155,2.51,2899.05,1443.75,1455.3,0.502,0.0,4.5,Q3,2024
TX-2024-00931,2024-01-25,Europe,Italy,Cloud Services,Compute Clusters,AMD GPU Node Hour,Enterprise,Direct Sales,1032,2.55,2236.86,1310.64,926.22,0.4141,15.0,4.6,Q1,2024
TX-2024-00932,2025-11-18,Europe,Germany,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Enterprise,Distributor,18,1214.06,21853.08,6555.96,15297.12,0.7,0.0,4.8,Q4,2025
TX-2024-00933,2026-04-12,Europe,France,Enterprise Solutions,Security Systems,Network Shield Pro,Government,Distributor,11,594.21,6536.31,2287.67,4248.64,0.65,0.0,3.4,Q2,2026
TX-2024-00934,2026-05-12,North America,United States,Cloud Services,Compute Clusters,AMD GPU Node Hour,Mid-Market,Direct Sales,1149,2.49,2861.01,1436.25,1424.76,0.498,0.0,4.1,Q2,2026
TX-2024-00935,2025-12-03,North America,Canada,Enterprise Solutions,Security Systems,Network Shield Pro,Enterprise,Direct Sales,7,589.16,3711.71,1443.47,2268.24,0.6111,10.0,4.5,Q4,2025
TX-2024-00936,2024-01-20,Asia-Pacific,India,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Enterprise,Distributor,3,196.19,559.14,470.85,88.29,0.1579,5.0,3.2,Q1,2024
TX-2024-00937,2025-06-27,Europe,Germany,Consumer Hardware,Workstations,ROCm Dev Station,Enterprise,Distributor,4,3485.8,12548.88,9481.36,3067.52,0.2444,10.0,4.8,Q2,2025
TX-2024-00938,2025-03-02,Asia-Pacific,Australia,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Government,Direct Sales,21,982.81,20639.01,14860.02,5778.99,0.28,0.0,4.5,Q1,2025
TX-2024-00939,2026-05-01,North America,Canada,Enterprise Solutions,Analytics Tools,InsightEngine Pro,Government,Online Partner,21,356.15,7105.19,2243.64,4861.55,0.6842,5.0,3.9,Q2,2026
TX-2024-00940,2024-01-16,North America,Canada,Cloud Services,Storage Nodes,Secure Vault S3,Enterprise,Online Partner,5461,0.05,273.05,109.22,163.83,0.6,0.0,4.7,Q1,2024
TX-2024-00941,2025-06-04,Asia-Pacific,Japan,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Government,Online Partner,2,15202.58,30405.16,19763.36,10641.8,0.35,0.0,4.9,Q2,2025
TX-2024-00942,2024-08-17,Europe,United Kingdom,Enterprise Solutions,Security Systems,Network Shield Pro,Government,Distributor,14,606.8,8070.44,2973.32,5097.12,0.6316,5.0,5.0,Q3,2024
TX-2024-00943,2026-02-26,North America,United States,Consumer Hardware,Workstations,ROCm Dev Station,Enterprise,Distributor,1,3499.02,3499.02,2379.33,1119.69,0.32,0.0,4.5,Q1,2026
TX-2024-00944,2025-02-08,Europe,France,Cloud Services,AI Training API,Qwen API Credits,SMB,Online Partner,5,10.27,51.35,10.25,41.1,0.8004,0.0,4.5,Q1,2025
TX-2024-00945,2026-03-22,Europe,United Kingdom,Cloud Services,Storage Nodes,Secure Vault S3,Enterprise,Direct Sales,13859,0.05,589.01,277.18,311.83,0.5294,15.0,4.0,Q1,2026
TX-2024-00946,2025-03-21,North America,United States,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Mid-Market,Distributor,22,197.37,4342.14,3473.8,868.34,0.2,0.0,3.0,Q1,2025
TX-2024-00947,2026-03-12,North America,Canada,Enterprise Solutions,Security Systems,ROCm Guard AI,Enterprise,Direct Sales,2,846.98,1524.56,677.58,846.98,0.5556,10.0,3.9,Q1,2026
TX-2024-00948,2024-10-30,Europe,France,Cloud Services,Compute Clusters,AMD GPU Node Hour,Enterprise,Direct Sales,1477,2.48,3662.96,1831.48,1831.48,0.5,0.0,4.6,Q4,2024
TX-2024-00949,2026-03-18,North America,United States,Consumer Hardware,Workstations,ROCm Dev Station,Government,Online Partner,2,3447.18,6549.64,4688.16,1861.48,0.2842,5.0,4.3,Q1,2026
TX-2024-00950,2025-09-09,Asia-Pacific,Japan,Consumer Hardware,Workstations,ROCm Dev Station,Government,Distributor,4,3507.15,14028.6,9539.44,4489.16,0.32,0.0,4.8,Q3,2025
TX-2024-00951,2025-11-10,Europe,France,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Mid-Market,Direct Sales,18,1191.37,21444.66,6433.38,15011.28,0.7,0.0,4.6,Q4,2025
TX-2024-00952,2024-07-27,North America,United States,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Enterprise,Direct Sales,10,969.88,9698.8,6983.1,2715.7,0.28,0.0,4.7,Q3,2024
TX-2024-00953,2024-03-08,North America,Canada,Enterprise Solutions,Security Systems,ROCm Guard AI,SMB,Direct Sales,19,844.74,16050.06,6420.1,9629.96,0.6,0.0,4.0,Q1,2024
TX-2024-00954,2025-01-12,North America,Canada,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Enterprise,Direct Sales,7,1220.73,8545.11,2563.54,5981.57,0.7,0.0,4.9,Q1,2025
TX-2024-00955,2025-07-16,North America,United States,Enterprise Solutions,Security Systems,Network Shield Pro,SMB,Online Partner,24,585.76,11949.5,4920.48,7029.02,0.5882,15.0,3.9,Q3,2025
TX-2024-00956,2024-03-02,North America,Canada,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,SMB,Direct Sales,1,14973.83,13476.45,9732.99,3743.46,0.2778,10.0,5.0,Q1,2024
TX-2024-00957,2025-11-18,Asia-Pacific,Australia,Cloud Services,Storage Nodes,Secure Vault S3,Government,Distributor,26635,0.05,1265.16,532.7,732.46,0.5789,5.0,4.3,Q4,2025
TX-2024-00958,2025-08-01,Asia-Pacific,India,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Enterprise,Direct Sales,18,1212.09,21817.62,6545.34,15272.28,0.7,0.0,4.4,Q3,2025
TX-2024-00959,2024-02-04,Europe,France,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Enterprise,Online Partner,11,983.97,10823.67,7793.06,3030.61,0.28,0.0,4.2,Q1,2024
TX-2024-00960,2025-12-30,North America,United States,Cloud Services,Compute Clusters,AMD GPU Node Hour,Enterprise,Online Partner,1680,2.49,3764.88,2100.0,1664.88,0.4422,10.0,4.2,Q4,2025
TX-2024-00961,2025-03-01,North America,United States,Consumer Hardware,Workstations,ROCm Dev Station,Mid-Market,Direct Sales,2,3541.6,7083.2,4816.58,2266.62,0.32,0.0,4.6,Q1,2025
TX-2024-00962,2024-01-21,Europe,Germany,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Government,Direct Sales,16,988.55,15025.96,11388.16,3637.8,0.2421,5.0,4.7,Q1,2024
TX-2024-00963,2024-08-11,North America,United States,Enterprise Solutions,AI Software,ExecuDeck Core,Enterprise,Direct Sales,4,447.12,1520.21,447.12,1073.09,0.7059,15.0,4.8,Q3,2024
TX-2024-00964,2024-01-03,Latin America,Mexico,Cloud Services,Storage Nodes,Secure Vault S3,SMB,Online Partner,6848,0.05,325.28,136.96,188.32,0.5789,5.0,4.2,Q1,2024
TX-2024-00965,2025-04-08,North America,United States,Enterprise Solutions,AI Software,ExecuDeck Core,Government,Online Partner,23,459.71,10573.33,2643.39,7929.94,0.75,0.0,5.0,Q2,2025
TX-2024-00966,2024-06-26,Europe,United Kingdom,Consumer Hardware,Workstations,ROCm Dev Station,SMB,Direct Sales,4,3556.72,14226.88,9674.28,4552.6,0.32,0.0,4.2,Q2,2024
TX-2024-00967,2025-01-12,North America,Canada,Enterprise Solutions,AI Software,ExecuDeck Core,Enterprise,Direct Sales,11,443.74,4148.97,1220.34,2928.63,0.7059,15.0,4.8,Q1,2025
TX-2024-00968,2026-01-10,Asia-Pacific,India,Consumer Hardware,Workstations,ROCm Dev Station,SMB,Online Partner,3,3528.94,10586.82,7199.04,3387.78,0.32,0.0,4.7,Q1,2026
TX-2024-00969,2024-12-01,Asia-Pacific,Singapore,Enterprise Solutions,AI Software,Qwen Enterprise Suite,SMB,Direct Sales,11,1224.58,12796.86,4041.07,8755.79,0.6842,5.0,4.8,Q4,2024
TX-2024-00970,2025-09-25,Asia-Pacific,Singapore,Enterprise Solutions,AI Software,ExecuDeck Core,Government,Direct Sales,18,441.83,7952.94,1988.28,5964.66,0.75,0.0,4.8,Q3,2025
TX-2024-00971,2024-05-13,Asia-Pacific,Australia,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Enterprise,Online Partner,1,14716.69,13980.86,9565.85,4415.01,0.3158,5.0,4.4,Q2,2024
TX-2024-00972,2024-07-28,Europe,France,Enterprise Solutions,AI Software,ExecuDeck Core,Enterprise,Direct Sales,6,447.11,2414.39,670.68,1743.71,0.7222,10.0,5.0,Q3,2024
TX-2024-00973,2025-02-23,Europe,Italy,Enterprise Solutions,Security Systems,Network Shield Pro,Mid-Market,Direct Sales,12,603.04,7236.48,2532.72,4703.76,0.65,0.0,4.2,Q1,2025
TX-2024-00974,2025-08-18,Europe,United Kingdom,Enterprise Solutions,AI Software,ExecuDeck Core,Government,Direct Sales,2,457.69,915.38,228.84,686.54,0.75,0.0,4.9,Q3,2025
TX-2024-00975,2024-07-20,North America,United States,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Mid-Market,Distributor,5,1008.67,5043.35,3631.2,1412.15,0.28,0.0,5.0,Q3,2024
TX-2024-00976,2025-10-01,Latin America,Brazil,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,SMB,Direct Sales,11,197.24,2061.16,1735.69,325.47,0.1579,5.0,2.8,Q4,2025
TX-2024-00977,2025-02-06,Latin America,Brazil,Cloud Services,Compute Clusters,AMD GPU Node Hour,Mid-Market,Online Partner,878,2.49,1967.6,1097.5,870.1,0.4422,10.0,4.8,Q1,2025
TX-2024-00978,2025-09-09,Latin America,Mexico,Enterprise Solutions,Analytics Tools,InsightEngine Pro,Enterprise,Distributor,23,341.99,6685.9,2359.8,4326.1,0.647,15.0,4.9,Q3,2025
TX-2024-00979,2025-07-28,North America,United States,Consumer Hardware,Workstations,ROCm Dev Station,SMB,Direct Sales,1,3500.79,3325.75,2380.54,945.21,0.2842,5.0,4.4,Q3,2025
TX-2024-00980,2026-01-26,Asia-Pacific,India,Enterprise Solutions,AI Software,ExecuDeck Core,Government,Online Partner,8,445.57,3564.56,891.12,2673.44,0.75,0.0,5.0,Q1,2026
TX-2024-00981,2026-02-12,Asia-Pacific,India,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,SMB,Online Partner,1,15369.72,15369.72,9990.32,5379.4,0.35,0.0,4.1,Q1,2026
TX-2024-00982,2025-06-13,Asia-Pacific,India,Enterprise Solutions,AI Software,ExecuDeck Core,Enterprise,Online Partner,12,455.96,5197.94,1367.88,3830.06,0.7368,5.0,3.8,Q2,2025
TX-2024-00983,2024-11-20,North America,United States,Cloud Services,Compute Clusters,AMD GPU Node Hour,SMB,Distributor,354,2.51,888.54,442.5,446.04,0.502,0.0,5.0,Q4,2024
TX-2024-00984,2026-02-24,Asia-Pacific,India,Cloud Services,Compute Clusters,AMD GPU Node Hour,SMB,Direct Sales,221,2.54,561.34,280.67,280.67,0.5,0.0,4.9,Q1,2026
TX-2024-00985,2024-02-01,North America,Canada,Consumer Hardware,Workstations,ROCm Dev Station,Government,Online Partner,4,3463.91,12470.08,9421.84,3048.24,0.2444,10.0,4.4,Q1,2024
TX-2024-00986,2025-10-31,Europe,Germany,Enterprise Solutions,Analytics Tools,InsightEngine Pro,Enterprise,Distributor,16,348.61,5577.76,1673.28,3904.48,0.7,0.0,5.0,Q4,2025
TX-2024-00987,2024-07-04,North America,Canada,Cloud Services,Storage Nodes,Secure Vault S3,Mid-Market,Distributor,17262,0.05,819.94,345.24,474.7,0.5789,5.0,4.8,Q3,2024
TX-2024-00988,2025-12-22,North America,United States,Consumer Hardware,Workstations,ROCm Dev Station,Enterprise,Online Partner,6,3578.65,20398.3,14600.88,5797.42,0.2842,5.0,4.0,Q4,2025
TX-2024-00989,2024-11-30,Europe,Italy,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Enterprise,Online Partner,2,15385.3,29232.07,20000.88,9231.19,0.3158,5.0,5.0,Q4,2024
TX-2024-00990,2026-05-23,North America,Canada,Cloud Services,Compute Clusters,AMD GPU Node Hour,Enterprise,Online Partner,496,2.46,1159.15,610.08,549.07,0.4737,5.0,5.0,Q2,2026
TX-2024-00991,2025-02-25,North America,United States,Cloud Services,Compute Clusters,AMD GPU Node Hour,SMB,Direct Sales,660,2.43,1363.23,805.2,558.03,0.4093,15.0,4.2,Q1,2025
TX-2024-00992,2024-08-18,Asia-Pacific,Australia,Cloud Services,Compute Clusters,AMD GPU Node Hour,Enterprise,Online Partner,998,2.52,2514.96,1257.48,1257.48,0.5,0.0,4.3,Q3,2024
TX-2024-00993,2024-05-26,Europe,France,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Enterprise,Direct Sales,15,1169.73,15791.36,5263.8,10527.56,0.6667,10.0,5.0,Q2,2024
TX-2024-00994,2025-01-01,Asia-Pacific,Singapore,Cloud Services,Compute Clusters,AMD GPU Node Hour,SMB,Direct Sales,820,2.48,2033.6,1016.8,1016.8,0.5,0.0,4.2,Q1,2025
TX-2024-00995,2024-01-14,Asia-Pacific,Australia,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Government,Direct Sales,11,193.67,2023.85,1704.34,319.51,0.1579,5.0,3.0,Q1,2024
TX-2024-00996,2025-04-09,Latin America,Brazil,Consumer Hardware,Workstations,ROCm Dev Station,Enterprise,Online Partner,4,3445.43,13781.72,9371.56,4410.16,0.32,0.0,4.2,Q2,2025
TX-2024-00997,2024-12-26,North America,Canada,Enterprise Solutions,AI Software,Qwen Enterprise Suite,SMB,Online Partner,25,1234.24,29313.2,9256.75,20056.45,0.6842,5.0,4.7,Q4,2024
TX-2024-00998,2026-03-04,North America,United States,Cloud Services,Storage Nodes,Secure Vault S3,Enterprise,Online Partner,4853,0.05,242.65,97.06,145.59,0.6,0.0,4.8,Q1,2026
TX-2024-00999,2025-11-29,North America,United States,Cloud Services,AI Training API,Qwen API Credits,Enterprise,Online Partner,23,10.23,223.53,47.15,176.38,0.7891,5.0,4.6,Q4,2025
TX-2024-01000,2024-10-02,Europe,Germany,Cloud Services,Storage Nodes,Secure Vault S3,Enterprise,Direct Sales,12072,0.05,603.6,241.44,362.16,0.6,0.0,4.0,Q4,2024
TX-2024-01001,2024-09-28,Asia-Pacific,Japan,Cloud Services,Compute Clusters,AMD GPU Node Hour,SMB,Distributor,1388,2.45,3400.6,1707.24,1693.36,0.498,0.0,5.0,Q3,2024
TX-2024-01002,2026-01-24,North America,Canada,Enterprise Solutions,Security Systems,Network Shield Pro,Mid-Market,Online Partner,3,603.18,1719.06,633.33,1085.73,0.6316,5.0,3.9,Q1,2026
TX-2024-01003,2025-12-18,North America,United States,Enterprise Solutions,Security Systems,ROCm Guard AI,Mid-Market,Online Partner,13,840.44,10925.72,4370.34,6555.38,0.6,0.0,4.3,Q4,2025
TX-2024-01004,2024-10-09,Asia-Pacific,Japan,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Mid-Market,Direct Sales,2,14701.33,24992.26,19111.72,5880.54,0.2353,15.0,4.5,Q4,2024
TX-2024-01005,2024-01-23,Europe,France,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Mid-Market,Online Partner,20,970.48,18439.12,13975.0,4464.12,0.2421,5.0,5.0,Q1,2024
TX-2024-01006,2024-08-28,North America,Canada,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Government,Distributor,3,1181.96,3368.59,1063.77,2304.82,0.6842,5.0,5.0,Q3,2024
TX-2024-01007,2024-08-17,Europe,Italy,Consumer Hardware,Workstations,ROCm Dev Station,Government,Direct Sales,4,3420.89,13683.56,9304.84,4378.72,0.32,0.0,4.5,Q3,2024
TX-2024-01008,2026-05-05,Europe,Italy,Enterprise Solutions,Security Systems,Network Shield Pro,Enterprise,Direct Sales,9,615.29,5260.73,1938.15,3322.58,0.6316,5.0,4.4,Q2,2026
TX-2024-01009,2025-06-22,Asia-Pacific,Singapore,Enterprise Solutions,Analytics Tools,InsightEngine Pro,Enterprise,Distributor,7,349.89,2449.23,734.79,1714.44,0.7,0.0,4.7,Q2,2025
TX-2024-01010,2026-02-02,North America,United States,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Government,Distributor,7,1018.66,7130.62,5134.08,1996.54,0.28,0.0,4.7,Q1,2026
TX-2024-01011,2024-03-19,North America,Canada,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Government,Online Partner,10,1200.95,12009.5,3602.9,8406.6,0.7,0.0,4.5,Q1,2024
TX-2024-01012,2025-03-12,Europe,France,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Mid-Market,Online Partner,20,197.94,3760.86,3167.0,593.86,0.1579,5.0,3.1,Q1,2025
TX-2024-01013,2026-03-13,Asia-Pacific,Singapore,Enterprise Solutions,Security Systems,Network Shield Pro,Enterprise,Direct Sales,22,592.84,13042.48,4564.78,8477.7,0.65,0.0,4.4,Q1,2026
TX-2024-01014,2026-03-26,Europe,Italy,Enterprise Solutions,Security Systems,ROCm Guard AI,SMB,Online Partner,20,861.04,16359.76,6888.4,9471.36,0.5789,5.0,4.2,Q1,2026
TX-2024-01015,2026-01-25,North America,United States,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Mid-Market,Online Partner,2,15428.38,30856.76,20056.9,10799.86,0.35,0.0,5.0,Q1,2026
TX-2024-01016,2026-04-13,Asia-Pacific,India,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,SMB,Online Partner,1,15184.84,15184.84,9870.15,5314.69,0.35,0.0,5.0,Q2,2026
TX-2024-01017,2026-02-14,North America,United States,Consumer Hardware,Workstations,ROCm Dev Station,Mid-Market,Online Partner,1,3449.97,3277.47,2345.98,931.49,0.2842,5.0,4.4,Q1,2026
TX-2024-01018,2026-03-05,Europe,France,Cloud Services,Compute Clusters,AMD GPU Node Hour,SMB,Online Partner,831,2.55,2119.05,1055.37,1063.68,0.502,0.0,4.5,Q1,2026
TX-2024-01019,2025-07-01,Asia-Pacific,Japan,Cloud Services,Compute Clusters,AMD GPU Node Hour,Government,Direct Sales,1236,2.55,2836.62,1569.72,1266.9,0.4466,10.0,4.0,Q3,2025
TX-2024-01020,2026-03-02,North America,Canada,Enterprise Solutions,Security Systems,ROCm Guard AI,Government,Online Partner,23,833.9,19179.7,7671.88,11507.82,0.6,0.0,4.4,Q1,2026
TX-2024-01021,2024-02-14,Latin America,Mexico,Cloud Services,AI Training API,Qwen API Credits,Enterprise,Distributor,11,9.97,109.67,21.89,87.78,0.8004,0.0,3.7,Q1,2024
TX-2024-01022,2025-03-17,North America,United States,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Enterprise,Online Partner,22,1189.95,26178.9,7853.78,18325.12,0.7,0.0,4.8,Q1,2025
TX-2024-01023,2025-02-12,North America,United States,Cloud Services,AI Training API,Qwen API Credits,SMB,Direct Sales,36,9.79,136.28,70.56,65.72,0.4822,61.3,4.4,Q1,2025
TX-2024-01024,2026-02-18,North America,United States,Enterprise Solutions,Analytics Tools,InsightEngine Pro,Government,Distributor,19,344.77,6223.1,1965.17,4257.93,0.6842,5.0,4.1,Q1,2026
TX-2024-01025,2026-01-31,North America,Canada,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Enterprise,Direct Sales,12,1186.28,10676.52,4270.56,6405.96,0.6,25.0,3.9,Q1,2026
TX-2024-01026,2025-12-25,North America,United States,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,SMB,Online Partner,3,14622.3,41673.55,28513.47,13160.08,0.3158,5.0,4.6,Q4,2025
TX-2024-01027,2024-12-01,North America,Canada,Cloud Services,Compute Clusters,AMD GPU Node Hour,Government,Direct Sales,1290,2.56,3137.28,1651.2,1486.08,0.4737,5.0,4.9,Q4,2024
TX-2024-01028,2025-02-11,North America,United States,Enterprise Solutions,Security Systems,Network Shield Pro,Enterprise,Online Partner,6,610.1,3660.6,1281.18,2379.42,0.65,0.0,4.6,Q1,2025
TX-2024-01029,2025-05-11,Europe,Italy,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Enterprise,Direct Sales,17,1003.7,15356.61,12285.22,3071.39,0.2,10.0,4.6,Q2,2025
TX-2024-01030,2024-06-16,Europe,United Kingdom,Enterprise Solutions,Analytics Tools,InsightEngine Pro,Enterprise,Online Partner,7,342.79,2279.55,719.88,1559.67,0.6842,5.0,3.8,Q2,2024
TX-2024-01031,2025-01-28,Asia-Pacific,India,Enterprise Solutions,Security Systems,ROCm Guard AI,Enterprise,Distributor,2,852.8,1705.6,682.24,1023.36,0.6,0.0,3.9,Q1,2025
TX-2024-01032,2026-03-21,Europe,Germany,Cloud Services,Compute Clusters,AMD GPU Node Hour,Enterprise,Direct Sales,969,2.54,2092.07,1230.63,861.44,0.4118,15.0,4.5,Q1,2026
TX-2024-01033,2026-05-02,North America,Canada,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Government,Distributor,19,997.23,17052.63,13642.19,3410.44,0.2,10.0,4.6,Q2,2026
TX-2024-01034,2026-03-29,Europe,Italy,Enterprise Solutions,Security Systems,Network Shield Pro,Mid-Market,Online Partner,7,592.03,4144.21,1450.47,2693.74,0.65,0.0,4.3,Q1,2026
TX-2024-01035,2025-04-10,North America,United States,Enterprise Solutions,Security Systems,ROCm Guard AI,SMB,Online Partner,21,839.56,17630.76,7052.22,10578.54,0.6,0.0,3.7,Q2,2025
TX-2024-01036,2025-06-23,North America,United States,Enterprise Solutions,Security Systems,Network Shield Pro,Mid-Market,Online Partner,4,603.64,2414.56,845.08,1569.48,0.65,0.0,3.9,Q2,2025
TX-2024-01037,2024-02-12,Asia-Pacific,Singapore,Enterprise Solutions,AI Software,ExecuDeck Core,SMB,Direct Sales,12,449.24,4851.79,1347.72,3504.07,0.7222,10.0,5.0,Q1,2024
TX-2024-01038,2025-03-18,Europe,France,Cloud Services,AI Training API,Qwen API Credits,Enterprise,Distributor,7,10.28,71.96,14.42,57.54,0.7996,0.0,5.0,Q1,2025
TX-2024-01039,2025-06-20,North America,Canada,Cloud Services,AI Training API,Qwen API Credits,Government,Distributor,11,9.98,109.78,22.0,87.78,0.7996,0.0,4.1,Q2,2025
TX-2024-01040,2025-10-10,Europe,United Kingdom,Cloud Services,AI Training API,Qwen API Credits,Mid-Market,Distributor,23,10.12,209.48,46.46,163.02,0.7782,10.0,5.0,Q4,2025
TX-2024-01041,2024-10-28,Asia-Pacific,Australia,Cloud Services,AI Training API,Qwen API Credits,Enterprise,Online Partner,23,9.73,223.79,44.85,178.94,0.7996,0.0,4.1,Q4,2024
TX-2024-01042,2024-05-26,Asia-Pacific,Australia,Enterprise Solutions,AI Software,Qwen Enterprise Suite,SMB,Direct Sales,12,1171.47,12651.88,4217.28,8434.6,0.6667,10.0,4.0,Q2,2024
TX-2024-01043,2024-02-20,North America,Canada,Enterprise Solutions,Security Systems,Network Shield Pro,Mid-Market,Online Partner,3,603.24,1809.72,633.39,1176.33,0.65,0.0,4.1,Q1,2024
TX-2024-01044,2024-04-22,North America,Canada,Cloud Services,Compute Clusters,AMD GPU Node Hour,SMB,Direct Sales,927,2.53,2110.78,1168.02,942.76,0.4466,10.0,4.6,Q2,2024
TX-2024-01045,2026-03-03,Europe,France,Enterprise Solutions,Analytics Tools,InsightEngine Pro,SMB,Online Partner,6,352.53,2009.42,634.56,1374.86,0.6842,5.0,4.4,Q1,2026
TX-2024-01046,2026-03-04,Latin America,Brazil,Consumer Hardware,Workstations,ROCm Dev Station,SMB,Distributor,4,3568.59,12846.92,9706.56,3140.36,0.2444,10.0,4.8,Q1,2026
TX-2024-01047,2024-02-07,Asia-Pacific,India,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Government,Direct Sales,2,14935.06,29870.12,19415.58,10454.54,0.35,0.0,5.0,Q1,2024
TX-2024-01048,2025-03-16,Europe,Italy,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Enterprise,Online Partner,21,196.74,4131.54,3305.19,826.35,0.2,0.0,3.2,Q1,2025
TX-2024-01049,2024-12-04,North America,United States,Enterprise Solutions,AI Software,ExecuDeck Core,Mid-Market,Online Partner,11,438.47,4823.17,1205.82,3617.35,0.75,0.0,5.0,Q4,2024
TX-2024-01050,2026-03-11,North America,Canada,Enterprise Solutions,Security Systems,ROCm Guard AI,Enterprise,Direct Sales,7,851.08,4468.17,2383.01,2085.16,0.4667,25.0,3.4,Q1,2026
TX-2024-01051,2026-02-28,Europe,Germany,Enterprise Solutions,Security Systems,ROCm Guard AI,Enterprise,Online Partner,4,870.7,3134.52,1393.12,1741.4,0.5556,10.0,4.7,Q1,2026
TX-2024-01052,2024-02-15,Asia-Pacific,India,Cloud Services,AI Training API,Qwen API Credits,SMB,Direct Sales,8,9.71,73.8,15.52,58.28,0.7897,5.0,4.3,Q1,2024
TX-2024-01053,2026-05-16,Asia-Pacific,Australia,Consumer Hardware,Workstations,ROCm Dev Station,Mid-Market,Online Partner,2,3448.34,6207.01,4689.74,1517.27,0.2444,10.0,4.1,Q2,2026
TX-2024-01054,2026-01-01,North America,Canada,Enterprise Solutions,Security Systems,ROCm Guard AI,Enterprise,Online Partner,16,872.89,13966.24,5586.56,8379.68,0.6,0.0,4.2,Q1,2026
TX-2024-01055,2024-12-16,Asia-Pacific,Australia,Cloud Services,Storage Nodes,Secure Vault S3,Enterprise,Online Partner,26668,0.05,1266.73,533.36,733.37,0.5789,5.0,4.5,Q4,2024
TX-2024-01056,2024-07-03,Latin America,Mexico,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Government,Distributor,15,196.5,2800.12,2358.0,442.12,0.1579,5.0,3.2,Q3,2024
